"","Name","Publisher","Puntajes Cr?ticos","Puntajes usuarios"
"6309","Runaway: A Twist of Fate","Focus Home Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6310","FlatOut 2","Empire Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6311","Rogue Trooper","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6312","Backyard Baseball '09","Atari","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6313","Tom Clancy's HAWX","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6314","Enemy Front","Namco Bandai Games","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6315","Shantae and the Pirate's Curse","Rising Star Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6316","Dai Senryaku VII: Modern Military Tactics","Kool Kizz","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6317","Castle of Shikigami III","PQube","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6318","Nobunaga's Ambition: Sphere of Influence","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6319","FIFA Street 2","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6320","City Life: World Edition","Monte Christo Multimedia","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6321","Corpse Party: Book of Shadows","5pb","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6322","WarTech: Senko no Ronde","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6323","IL-2 Sturmovik: 1946","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6324","Red Ninja: End of Honor","Vivendi Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6325","Praetorians","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6326","Smash Court Tennis 3","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6327","LEGO Friends","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6328","SPRay","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6329","Outlaw Tennis","Global Star","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6330","Brothers: A Tale of Two Sons","505 Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6331","Attack of the Movies 3D","Majesco Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6332","Secret Files: Tunguska","DreamCatcher Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6333","NASCAR 07","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6334","Dance Dance Revolution Disney Mix","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6335","Nitroplus Blasterz: Heroines Infinite Duel","Marvelous Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6336","Thrillville: Off the Rails","LucasArts","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6337","Bloody Roar Extreme","Hudson Soft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6338","Clockwork Empires","Unknown","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6339","Split/Second","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6340","Resident Evil 6","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6341","Dead Head Fred","D3Publisher","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6342","Ride to Hell","Deep Silver","Puntajes Cr?ticos muy bajo","Puntajes usuarios muy bajo"
"6343","Need for Speed: ProStreet","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6344","Digimon Rumble Arena 2","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6345","Gravity Falls: Legend of the Gnome Gemulets","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6346","Rodea the Sky Soldier","Nippon Ichi Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6347","Hellboy: The Science of Evil","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6348","The Sims Deluxe","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6349","LEGO Indiana Jones: The Original Adventures","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6350","The Sims 2: Pets","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6351","Deadliest Warrior: Ancient Combat","Cloud Imperium Games Corporation","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6352","The Kore Gang","Flashpoint Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6353","Rugby Challenge 3","Alternative Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6354","Blood Bowl","Focus Home Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6355","Port Royale 2","Ascaron Entertainment GmbH","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6356","Star Trek: Shattered Universe","Global Star","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6357","Company of Heroes: Tales of Valor","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6358","Guilty Gear XX Accent Core","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6359","WarJetz","3DO","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6360","Devil May Cry 4","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6361","Barnyard","THQ","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6362","Test Drive: Ferrari Legends","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6363","Heroes of Might and Magic V","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6364","Metal Gear Solid: Digital Graphic Novel","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6365","Aeon Flux","THQ","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6366","Age of Mythology: The Titans","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6367","Psycho-Pass: Mandatory Happiness","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6368","Virtua Tennis 4","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6369","Shattered Union","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6370","GRID","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6371","Unchained Blades","FuRyu","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6372","Terraria","505 Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6373","Company of Heroes: Opposing Fronts","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6374","NHL Hitz Pro","Unknown","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6375","Superman: Countdown to Apokolips","Atari","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6376","Worms 4: Mayhem","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6377","Rise of Nations","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6378","Men of War: Vietnam","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6379","Imperial Glory","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6380","Antz Extreme Racing","Empire Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6381","Samurai Warriors 2: Empires","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6382","Metal Slug XX","DHM Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6383","Patrician IV","Kalypso Media","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6384","Fisherman's Challenge","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6385","Resident Evil: Revelations","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6386","The Da Vinci Code","Take-Two Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6387","Pure Pinball","XS Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6388","Headhunter: Redemption","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6389","Dead Rising","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6390","Grand Theft Auto: Vice City","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6391","Surf's Up","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6392","SWAT: Target Liberty","Vivendi Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6393","Twin Strike: Operation Thunder","Zoo Games","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6394","CSI: Fatal Conspiracy","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6395","Bomberman: Act Zero","Konami Digital Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6396","Empire Earth III","Vivendi Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6397","Resident Evil: Operation Raccoon City","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6398","Dreamfall: The Longest Journey","Empire Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6399","JASF: Jane's Advanced Strike Fighters","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6400","Brothers In Arms DS","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6401","Colin McRae Rally 3","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6402","TMNT","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6403","Stolen","Hip Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6404","Stoked: Big Air Edition","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6405","LEGO Jurassic World","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6406","Pro Race Driver","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6407","The Movies","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6408","FIFA World Cup Germany 2006","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6409","Supreme Commander: Forged Alliance","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6410","Dragon Ball: Advanced Adventure","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6411","Lost Planet 3","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6412","Echo Night Beyond","Indie Games","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6413","Meteos: Disney Magic","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6414","Beyblade Evolution","Rising Star Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6415","Castlevania: Lords of Shadow 2","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6416","Greg Hastings' Tournament Paintball Max'd","Activision","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6417","Halo: Combat Evolved","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6418","Exist Archive: The Other Side of the Sky","Aksys Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6419","Little Red Riding Hood's Zombie BBQ","Destineer","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6420","Assassin's Creed Chronicles: China","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6421","Worms: Ultimate Mayhem","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6422","Rugby 08","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6423","Caesar IV","Vivendi Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6424","Ferrari Challenge Trofeo Pirelli","System 3 Arcade Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6425","Cy Girls","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6426","Ray Gigant","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6427","APB Reloaded","Iceberg Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6428","Bubble Bobble Double Shot","Rising Star Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6429","Bionicle Heroes","Eidos Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6430","Harry Potter and the Order of the Phoenix","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6431","C.O.R.E.","Graffiti","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6432","Chaos Wars","Idea Factory","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6433","Steambot Chronicles","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6434","Scaler","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6435","Scarface: The World is Yours","Vivendi Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6436","Legasista","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6437","Fatal Fury: Battle Archives Volume 1","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6438","Harry Potter and the Prisoner of Azkaban","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6439","OutRun 2006: Coast 2 Coast","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6440","Without Warning","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6441","Napoleon Dynamite: The Game","Crave Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6442","Saints Row 2","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6443","Trine 2","Focus Home Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6444","Teenage Zombies: Invasion of the Alien Brain Thingys","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6445","Homefront: The Revolution","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6446","RLH: Run Like Hell","Avalon Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6447","Obscure","MC2 Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6448","Just Dance 2017","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6449","Stranger of Sword City","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6450","World of Goo","2D Boy","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6451","Secret Files 2: Puritas Cordis","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6452","Monster Kingdom: Jewel Summoner","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6453","Railroad Tycoon 3","Gathering of Developers","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6454","S.T.A.L.K.E.R.: Clear Sky","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6455","Painkiller: Hell Wars","DreamCatcher Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6456","FunkMaster Flex's Digital Hitz Factory","Jester Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6457","World in Conflict","Vivendi Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6458","Tomb Raider: Anniversary","Eidos Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6459","Infamous: First Light","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6460","Tour de France 2014","Focus Home Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6461","RedCard 20-03","Midway Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6462","Bounty Hounds","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6463","TOCA Race Driver 3","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6464","Silent Scope","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6465","The Cursed Crusade","DTP Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6466","Hotel Giant 2","JoWood Productions","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6467","DarkStar One","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6468","Hitman: Blood Money","Eidos Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6469","Duke Nukem 3D: 20th Anniversary World Tour","Gearbox Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6470","Section 8","SouthPeak Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6471","Sabre Wulf","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6472","Alpha Protocol","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6473","Planescape: Torment","Interplay","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6474","Star Wars Jedi Knight: Jedi Academy","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6475","Red Faction II","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6476","Battle Engine Aquila","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6477","Special Forces: Nemesis Strike","Hip Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6478","Women's Volleyball Championship","Spike","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6479","Crimson Tears","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6480","Battle Assault 3 featuring Gundam Seed","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6481","WRC: FIA World Rally Championship","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6482","Rapala Tournament Fishing!","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6483","Superstars V8 Racing","Black Bean Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6484","JoJo's Bizarre Adventure: Eyes of Heaven","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6485","Supreme Ruler: Cold War","Paradox Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6486","Rise of Nations: Rise of Legends","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6487","The Sum of All Fears","Ubisoft","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6488","Yumi's Odd Odyssey","Agatsuma Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6489","EverBlue 2","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6490","Electroplankton","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6491","FIFA World Cup: Germany 2006","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
