"","Name","Platform","Year_of_Release","Genre","Publisher","Developer","Rating","Ventas NA","Ventas EU","Ventas JP","Ventas otras","Ventas globales","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"5368","NASCAR The Game: Inside Line","X360","2012","Racing","Activision","Eutechnyx","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5369","JU-ON: The Grudge","Wii","2009","Action","Rising Star Games","FeelPlus","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5370","Colin McRae Rally 04","XB","2004","Racing","Codemasters","Codemasters","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5371","FIFA Street","XB","2005","Sports","Electronic Arts","EA Canada","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5372","The Sims 4: City Living","PC","2016","Simulation","Electronic Arts","Maxis","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5373","Hot Wheels: Stunt Track Challenge","XB","2004","Racing","THQ","Climax Group","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5374","Blitz: The League II","X360","2008","Sports","Midway Games","Midway","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5375","Miami Law","DS","2009","Adventure","Konami Digital Entertainment","Hudson Entertainment","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5376","Capcom vs. SNK 2 EO","XB","2003","Fighting","Capcom","Capcom","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5377","Hunter: The Reckoning","GC","2002","Action","Virgin Interactive","High Voltage Software","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5378","Baten Kaitos Origins","GC","2006","Role-Playing","Unknown","Monolith Soft, Namco Bandai Games","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5379","E·O·E: Eve of Extinction","PS2","2002","Fighting","Eidos Interactive","Yuke's","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5380","NHL 2004","GC","2003","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5381","Surf's Up","X360","2007","Sports","Ubisoft","Ubisoft","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5382","X-Men: The Official Game","XB","2006","Action","Activision","Z-Axis, Ltd.","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5383","RLH: Run Like Hell","PS2","2002","Shooter","Virgin Interactive","Digital Mayhem","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5384","Scribblenauts Unmasked: A DC Comics Adventure","WiiU","2013","Puzzle","Warner Bros. Interactive Entertainment","5TH Cell","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5385","The Ant Bully","PS2","2006","Platform","Midway Games","Artificial Mind and Movement","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5386","Conflict: Global Terror","XB","2005","Shooter","SCi","Pivotal Games","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5387","Monster Rancher EVO","PS2","2005","Role-Playing","Tecmo Koei","Tecmo","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5388","Terraria","PSV","2013","Action","Screenlife","Engine Software","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","muy pocas Ventas en JP","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5389","The Whispered World","PC","2009","Adventure","Deep Silver","Daedalic Entertainment","E","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5390","Agatha Christie: The ABC Murders","DS","2009","Adventure","JoWood Productions","Dreamcatcher","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5391","Help Wanted: 50 Wacky Jobs","Wii","2008","Simulation","Hudson Soft","Hudson Soft","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5392","Beach Spikers: Virtua Beach Volleyball","GC","2002","Sports","Sega","Sega AM2","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5393","Draglade","DS","2007","Fighting","505 Games","Dimps Corporation","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5394","Scribblenauts Unmasked: A DC Comics Adventure","3DS","2013","Puzzle","Warner Bros. Interactive Entertainment","5TH Cell","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5395","Jade Cocoon 2","PS2","2001","Role-Playing","Ubisoft","Genki","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5396","Mana Khemia: Student Alliance","PSP","2008","Role-Playing","Nippon Ichi Software","Gust","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5397","Van Helsing","GBA","2004","Action","Activision","Saffire","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5398","Bee Movie Game","PS2","2007","Action","Activision","Beenox","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5399","Resident Evil: Revelations 2","PSV","2015","Action","Capcom","Frima Studio","M","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5400","Kelly Slater's Pro Surfer","XB","2002","Sports","Activision","Treyarch","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5401","NFL Tour","X360","2008","Sports","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5402","Harry Potter and the Deathly Hallows - Part 1","PC","2010","Action","Electronic Arts","EA Bright Light","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5403","Sudoku Mania","DS","2006","Puzzle","Zoo Digital Publishing","FrontLine Studios","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5404","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","PS2","2005","Platform","Global Star","High Voltage Software","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5405","Resident Evil: Revelations 2","XOne","2015","Action","Capcom","Capcom","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5406","The Bard's Tale","XB","2004","Role-Playing","Ubisoft","InXile Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5407","Alien Hominid","PS2","2004","Shooter","Zoo Digital Publishing","The Behemoth","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5408","Myst","DS","2007","Adventure","Midway Games","Hoplite Research","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5409","nail'd","X360","2010","Racing","Deep Silver","Techland","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5410","Tom Clancy's Splinter Cell","GBA","2003","Action","Ubisoft","Ubisoft Montreal","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5411","Bullet Witch","X360","2006","Shooter","Atari","Cavia Inc.","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5412","Spider-Man: Web of Shadows","DS","2008","Action","Activision","Griptonite Games","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5413","Pinball Hall of Fame: The Williams Collection","3DS","2011","Misc","Crave Entertainment","Crave","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5414","Rolling Stone: Drum King","Wii","2009","Misc","505 Games","505 Games","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios muy bajo","n? cr?ticas usuarios muy bajo"
